InventoryID,ProductID,BatchNo,StockLevel,ReorderLevel,ManufacturingDate,ExpiryDate,PlantLocation,WarehouseType,UnitCost
I000317,P06044,B04732,952,171,2023-10-20,2025-07-28,Mumbai,Secondary,1.39
I000318,P04133,B02846,211,59,2023-08-06,2024-09-30,Mumbai,Secondary,7.94
I000319,P05266,B02473,456,113,2023-09-26,2026-08-01,Ahmedabad,Transit,6.23
I000320,P06433,B01444,181,134,2023-03-10,2026-01-26,Kolkata,Transit,7.53
I000321,P04557,B01336,395,105,2023-03-31,2025-08-22,Bangalore,Transit,3.13
I000322,P01214,B01029,20,184,2023-07-17,2024-08-03,Chennai,Main,0.44
I000323,P03208,B01152,900,129,2023-12-21,2025-05-20,Delhi,Secondary,6.14
I000324,P08249,B04255,894,172,2023-11-02,2025-03-05,Ahmedabad,Main,1.11
I000325,P09804,B04436,950,182,2023-06-02,2026-05-23,Hyderabad,Transit,3.43
I000326,P04762,B00019,594,68,2023-08-21,2024-12-16,Bangalore,Main,0.75
I000327,P00561,B03537,572,54,2023-02-24,2025-01-21,Hyderabad,Transit,9.79
I000328,P00798,B02712,300,70,2023-03-23,2025-02-23,Pune,Secondary,9.26
I000329,P03211,B04709,594,128,2023-12-15,2025-09-13,Delhi,Secondary,0.84
I000330,P08194,B03936,328,56,2023-06-07,2026-01-12,Delhi,Secondary,3.7
I000331,P01443,B03033,245,173,2023-08-23,2025-07-17,Kolkata,Transit,1.07
I000332,P09650,B03627,195,110,2023-05-15,2025-02-28,Hyderabad,Secondary,2.93
I000333,P09625,B03052,197,144,2023-03-23,2024-07-08,Ahmedabad,Main,2.46
I000334,P01184,B04881,198,145,2023-06-01,2025-01-18,Delhi,Transit,5.57
I000335,P06824,B00494,588,170,2023-09-18,2024-12-27,Hyderabad,Main,1.45
I000336,P08359,B00547,212,199,2023-06-19,2025-08-31,Hyderabad,Secondary,2.42
I000337,P01943,B02412,219,91,2023-07-09,2025-04-16,Hyderabad,Transit,5.52
I000338,P04065,B03446,98,197,2023-11-26,2026-07-27,Delhi,Secondary,0.86
I000339,P00046,B03911,323,54,2023-04-24,2025-10-31,Mumbai,Transit,9.71
I000340,P03820,B04042,5,63,2023-04-12,2025-01-31,Delhi,Main,5.01
I000341,P07691,B01082,892,99,2023-11-27,2025-09-04,Bangalore,Main,9.89
I000342,P09650,B00525,89,62,2023-12-24,2026-07-05,Mumbai,Main,3.21
I000343,P02566,B02136,380,106,2023-05-13,2024-12-19,Mumbai,Transit,6.33
I000344,P07057,B03496,241,145,2023-07-10,2024-12-17,Bangalore,Transit,0.56
I000345,P07790,B01671,531,149,2023-09-22,2025-04-15,Pune,Secondary,9.06
I000346,P00611,B04131,595,200,2023-04-11,2024-06-13,Pune,Secondary,7.85
I000347,P00132,B03852,901,98,2023-10-10,2025-04-17,Mumbai,Main,6.67
I000348,P02067,B00986,217,182,2023-07-29,2025-03-03,Delhi,Main,2.27
I000349,P05793,B00765,551,92,2023-07-18,2025-03-09,Hyderabad,Transit,1.36
I000350,P09063,B04751,502,177,2023-03-07,2024-09-18,Kolkata,Secondary,5.31
I000351,P09534,B01787,909,169,2023-07-23,2025-03-24,Delhi,Transit,8.37
I000352,P02342,B00451,55,95,2023-03-29,2024-05-22,Ahmedabad,Secondary,9.46
I000353,P03781,B02608,51,147,2023-07-27,2026-01-15,Hyderabad,Main,8.75
I000354,P06923,B01633,604,173,2023-12-01,2025-12-31,Kolkata,Secondary,4.66
I000355,P01353,B00086,830,155,2023-05-04,2024-09-08,Hyderabad,Transit,7.66
I000356,P07715,B01742,178,111,2023-06-25,2025-05-06,Ahmedabad,Secondary,7.46
I000357,P03911,B00020,443,176,2023-06-15,2024-09-15,Pune,Main,7.35
I000358,P06925,B01313,387,111,2023-07-11,2024-11-25,Kolkata,Main,5.95
I000359,P04691,B00670,654,97,2023-09-25,2026-03-19,Mumbai,Secondary,0.86
I000360,P08943,B03173,794,170,2023-01-21,2026-01-03,Kolkata,Secondary,3.22
I000361,P04194,B01496,758,71,2023-06-30,2025-04-24,Delhi,Main,2.78
I000362,P04939,B03817,203,111,2023-10-17,2025-01-23,Pune,Transit,2.17
I000363,P02905,B03302,191,185,2023-10-02,2026-07-23,Kolkata,Secondary,4.86
I000364,P00069,B01795,608,162,2023-09-12,2024-09-28,Chennai,Transit,0.73
I000365,P09722,B00205,295,75,2023-03-14,2024-10-22,Kolkata,Secondary,3.62
I000366,P09444,B00517,828,196,2023-03-19,2025-06-20,Hyderabad,Transit,1.51
I000367,P09659,B02497,398,54,2023-07-27,2024-11-25,Ahmedabad,Secondary,6.89
I000368,P07034,B00866,24,130,2023-08-07,2026-08-04,Pune,Secondary,9.57
I000369,P03420,B00130,928,180,2023-11-27,2025-02-09,Ahmedabad,Secondary,3.68
I000370,P03924,B02814,574,123,2023-11-29,2026-02-04,Mumbai,Secondary,1.36
I000371,P09385,B03911,288,85,2023-11-16,2025-09-09,Delhi,Secondary,1.5
I000372,P01560,B01995,788,180,2023-11-15,2026-08-20,Chennai,Transit,6.64
I000373,P00016,B02087,758,84,2023-12-02,2025-03-10,Hyderabad,Main,2.12
I000374,P05749,B03372,606,185,2023-01-18,2025-04-09,Bangalore,Secondary,3.09
I000375,P03753,B02536,976,162,2023-02-06,2024-11-29,Hyderabad,Main,3.03
I000376,P06197,B03082,553,112,2023-06-08,2025-03-20,Mumbai,Secondary,1.97
I000377,P08499,B03544,157,182,2023-09-24,2025-09-13,Ahmedabad,Transit,8.21
I000378,P01282,B04869,467,80,2023-04-25,2025-01-08,Chennai,Secondary,2.63
I000379,P03964,B04628,676,195,2023-06-23,2024-08-24,Delhi,Main,5.0
I000380,P09128,B01695,209,173,2023-10-07,2024-12-10,Kolkata,Secondary,4.31
I000381,P02873,B04949,893,135,2023-09-01,2026-08-10,Mumbai,Transit,7.08
I000382,P06800,B01006,195,109,2023-06-07,2025-02-11,Delhi,Transit,4.35
I000383,P05730,B00751,758,119,2023-01-23,2024-09-10,Bangalore,Secondary,6.06
I000384,P09266,B04331,897,128,2023-08-23,2026-07-03,Delhi,Secondary,3.57
I000385,P08442,B01876,11,71,2023-05-22,2025-08-29,Hyderabad,Secondary,9.82
I000386,P01646,B01278,424,102,2023-12-09,2026-08-07,Bangalore,Transit,1.72
I000387,P02238,B03156,819,186,2023-03-29,2024-04-29,Ahmedabad,Secondary,0.55
I000388,P02384,B04918,799,124,2023-12-17,2026-11-26,Bangalore,Main,5.42
I000389,P00057,B00878,853,114,2023-12-28,2025-06-26,Pune,Main,9.19
I000390,P07767,B02587,974,180,2023-09-25,2026-09-01,Bangalore,Secondary,7.77
I000391,P05291,B03831,488,129,2023-11-17,2025-06-15,Delhi,Secondary,9.28
I000392,P02425,B01075,624,179,2023-01-29,2024-12-27,Pune,Secondary,7.55
I000393,P07255,B02306,345,78,2023-09-18,2025-07-30,Kolkata,Transit,6.72
I000394,P06450,B04468,511,100,2023-11-28,2025-10-10,Mumbai,Secondary,2.58
I000395,P02514,B02804,967,128,2023-11-20,2024-12-29,Kolkata,Secondary,9.33
I000396,P01014,B02531,820,106,2023-08-21,2025-12-22,Chennai,Transit,6.15
I000397,P01049,B02949,281,110,2023-07-22,2025-01-19,Ahmedabad,Transit,4.62
I000398,P00930,B01366,669,152,2023-10-18,2025-10-03,Kolkata,Main,3.74
I000399,P05881,B00732,78,63,2023-09-16,2025-03-09,Mumbai,Secondary,6.41
I000400,P07008,B00847,334,140,2023-01-06,2025-09-13,Kolkata,Transit,7.75
I000401,P02618,B01405,499,138,2023-10-07,2026-07-07,Ahmedabad,Secondary,6.38
I000402,P01196,B02615,733,59,2023-01-31,2025-08-04,Ahmedabad,Main,8.48
I000403,P00709,B03790,75,194,2023-11-06,2025-07-04,Delhi,Transit,5.91
I000404,P08519,B01278,291,81,2023-05-01,2026-01-24,Delhi,Transit,0.99
I000405,P09112,B01438,681,178,2023-05-31,2024-10-06,Hyderabad,Main,9.43
I000406,P09916,B03596,861,130,2023-04-15,2024-12-27,Hyderabad,Transit,3.23
I000407,P04903,B04612,517,195,2023-08-10,2025-04-03,Bangalore,Transit,7.94
I000408,P08160,B02643,826,96,2023-11-11,2025-01-19,Delhi,Transit,1.46
I000409,P00927,B04829,230,87,2023-03-16,2026-02-08,Ahmedabad,Main,0.75
I000410,P07034,B01802,772,128,2023-09-27,2026-06-01,Mumbai,Secondary,9.67
I000411,P08693,B03282,848,59,2023-01-17,2024-08-16,Delhi,Transit,0.96
I000412,P06314,B00094,131,88,2023-05-12,2026-03-21,Bangalore,Transit,9.89
I000413,P06786,B03306,441,107,2023-04-08,2025-02-27,Kolkata,Secondary,9.83
I000414,P01246,B01678,745,52,2023-03-27,2024-08-20,Kolkata,Secondary,0.59
I000415,P00612,B04437,871,101,2023-08-22,2025-02-21,Pune,Secondary,4.39
I000416,P09630,B00954,784,137,2023-03-09,2024-08-02,Delhi,Main,3.83
I000417,P06954,B00029,555,76,2023-12-26,2025-05-19,Chennai,Transit,5.21
I000418,P04632,B01344,194,133,2023-08-24,2025-05-25,Hyderabad,Main,7.51
I000419,P07436,B04972,912,126,2023-11-19,2025-09-29,Chennai,Secondary,8.0
I000420,P05942,B01772,233,83,2023-10-04,2026-09-02,Pune,Main,4.04
I000421,P00444,B00162,217,152,2023-11-21,2025-01-01,Ahmedabad,Transit,9.27
I000422,P04311,B03882,575,86,2023-04-27,2024-09-05,Mumbai,Transit,4.96
I000423,P07218,B04388,42,77,2023-03-12,2025-10-05,Chennai,Secondary,9.06
I000424,P08924,B00737,870,96,2023-05-06,2025-12-08,Chennai,Transit,2.81
I000425,P07189,B03042,909,95,2023-04-02,2025-05-08,Kolkata,Secondary,4.61
I000426,P04825,B00931,651,79,2023-01-10,2025-11-20,Ahmedabad,Secondary,6.09
I000427,P04824,B04139,557,95,2023-11-24,2026-11-03,Chennai,Transit,8.68
I000428,P04272,B04473,641,148,2023-10-02,2026-07-29,Chennai,Secondary,5.85
I000429,P03670,B04692,566,86,2023-09-20,2026-04-17,Pune,Main,5.55
I000430,P08897,B03569,36,129,2023-08-23,2026-05-21,Pune,Secondary,7.21
I000431,P07265,B04612,381,177,2023-01-26,2026-01-14,Kolkata,Transit,8.44
I000432,P04571,B03788,288,94,2023-11-18,2025-12-11,Bangalore,Transit,5.37
I000433,P06914,B01998,355,73,2023-06-07,2025-09-05,Kolkata,Transit,4.51
I000434,P05085,B00456,37,174,2023-02-12,2025-04-04,Chennai,Secondary,9.06
I000435,P02212,B01524,917,53,2023-07-10,2025-11-01,Bangalore,Main,1.64
I000436,P07900,B00226,497,88,2023-07-18,2025-03-01,Ahmedabad,Secondary,3.74
I000437,P04172,B04740,202,144,2023-10-19,2026-03-15,Chennai,Secondary,9.0
I000438,P06280,B01820,650,67,2023-01-16,2024-07-15,Ahmedabad,Main,0.89
I000439,P03745,B03068,933,190,2023-11-01,2026-09-17,Mumbai,Transit,4.56
I000440,P04025,B00498,884,117,2023-07-14,2024-10-27,Bangalore,Transit,0.46
I000441,P05217,B00171,822,128,2023-07-19,2026-07-08,Kolkata,Secondary,1.64
I000442,P09382,B04604,984,55,2023-06-18,2024-08-06,Delhi,Secondary,7.42
I000443,P06542,B04932,369,58,2023-03-09,2025-02-14,Bangalore,Secondary,4.33
I000444,P03531,B04288,636,148,2023-03-13,2025-05-15,Kolkata,Main,6.86
I000445,P00454,B02247,142,82,2023-12-03,2026-08-12,Delhi,Transit,5.5
I000446,P05614,B04518,817,105,2023-10-23,2025-07-05,Kolkata,Main,8.87
I000447,P02543,B03868,644,116,2023-05-22,2025-04-06,Pune,Transit,8.9
I000448,P03145,B00275,253,157,2023-11-10,2026-01-14,Ahmedabad,Secondary,5.19
I000449,P05985,B04282,612,107,2023-04-05,2024-11-15,Kolkata,Secondary,3.75
I000450,P00807,B04911,585,84,2023-06-23,2026-04-09,Ahmedabad,Secondary,9.94
I000451,P08140,B04869,146,120,2023-08-28,2025-12-21,Mumbai,Secondary,3.32
I000452,P06786,B04423,212,144,2023-10-09,2025-06-27,Chennai,Main,7.77
I000453,P09452,B02772,772,194,2023-10-11,2025-06-06,Pune,Transit,5.18
I000454,P07872,B00320,768,52,2023-10-17,2024-10-22,Mumbai,Transit,1.03
I000455,P08267,B04766,621,81,2023-10-31,2026-08-31,Mumbai,Secondary,0.42
I000456,P00092,B00421,743,158,2023-11-23,2025-11-21,Mumbai,Main,4.33
I000457,P01660,B02539,823,148,2023-10-19,2026-01-22,Hyderabad,Transit,3.27
I000458,P02378,B02389,287,63,2023-04-11,2024-09-09,Kolkata,Transit,1.04
I000459,P02767,B01233,513,197,2023-06-07,2025-03-30,Chennai,Transit,8.43
I000460,P05324,B03711,92,149,2023-03-15,2025-09-10,Kolkata,Secondary,2.76
I000461,P05642,B00624,77,131,2023-03-22,2026-02-24,Hyderabad,Secondary,9.88
I000462,P05672,B04430,171,123,2023-09-18,2025-10-10,Pune,Secondary,4.27
I000463,P05328,B00941,460,185,2023-12-19,2025-07-25,Mumbai,Main,2.58
I000464,P08443,B03400,877,193,2023-11-09,2025-03-24,Mumbai,Transit,7.43
I000465,P05362,B01013,735,100,2023-02-25,2024-10-09,Hyderabad,Secondary,2.26
I000466,P00396,B03131,90,96,2023-08-30,2025-07-05,Kolkata,Main,1.18
I000467,P03237,B00556,983,52,2023-11-25,2026-01-28,Hyderabad,Transit,0.38
I000468,P00577,B03492,167,199,2023-06-20,2024-11-23,Mumbai,Secondary,4.51
I000469,P08411,B01493,807,94,2023-12-15,2025-02-12,Ahmedabad,Transit,9.05
I000470,P04627,B04546,230,147,2023-09-02,2025-05-29,Chennai,Secondary,9.6
I000471,P05274,B01516,148,123,2023-12-16,2026-07-21,Chennai,Transit,9.83
I000472,P00122,B04903,863,124,2023-02-11,2024-11-04,Mumbai,Main,2.16
I000473,P05137,B04990,628,62,2023-10-28,2025-10-03,Kolkata,Secondary,1.37
I000474,P02882,B03227,621,137,2023-09-19,2026-07-27,Chennai,Transit,3.08
I000475,P09605,B00960,22,141,2023-06-17,2026-04-25,Ahmedabad,Main,3.07
I000476,P01561,B01894,77,112,2023-10-20,2026-07-18,Mumbai,Main,8.2
I000477,P04383,B00439,530,63,2023-01-21,2024-03-13,Hyderabad,Transit,8.65
I000478,P01370,B00406,722,185,2023-08-25,2024-09-20,Pune,Main,8.31
I000479,P01972,B03326,643,105,2023-12-12,2025-01-06,Mumbai,Main,3.91
I000480,P01574,B00688,586,134,2023-06-02,2024-12-29,Mumbai,Secondary,8.21
I000481,P00391,B03492,101,72,2023-10-02,2025-04-09,Chennai,Secondary,9.15
I000482,P02066,B02505,860,110,2023-02-07,2024-06-29,Pune,Secondary,3.25
I000483,P08577,B02529,126,61,2023-07-24,2024-10-04,Chennai,Transit,1.12
I000484,P08891,B01466,587,83,2023-08-02,2025-09-24,Hyderabad,Transit,6.36
I000485,P06432,B01313,996,62,2023-12-29,2025-02-04,Pune,Main,8.08
I000486,P09374,B03907,253,178,2023-01-22,2024-10-14,Chennai,Secondary,2.28
I000487,P09835,B01549,185,91,2023-12-22,2025-03-06,Pune,Main,5.45
I000488,P06893,B02926,47,172,2023-07-03,2025-12-25,Kolkata,Transit,7.01
I000489,P05108,B00238,120,119,2023-02-14,2024-11-16,Pune,Secondary,3.2
I000490,P04383,B03170,415,120,2023-08-16,2024-08-21,Ahmedabad,Transit,2.09
I000491,P00611,B01049,464,74,2023-12-14,2025-01-31,Kolkata,Secondary,5.1
I000492,P02245,B01682,621,168,2023-11-17,2025-12-12,Bangalore,Main,6.77
I000493,P08420,B04856,471,79,2023-08-15,2024-12-10,Mumbai,Main,6.25
I000494,P05393,B02087,480,173,2023-05-23,2025-05-13,Ahmedabad,Main,4.04
I000495,P00866,B01903,774,139,2023-12-22,2026-10-21,Pune,Transit,8.9
I000496,P01779,B02975,731,109,2023-07-06,2025-02-18,Chennai,Transit,4.39
I000497,P07564,B00216,534,155,2023-11-18,2025-04-21,Bangalore,Transit,1.97
I000498,P07549,B03230,888,85,2023-05-13,2025-10-18,Chennai,Secondary,9.96
I000499,P08676,B03501,987,173,2023-08-18,2024-12-23,Mumbai,Secondary,0.95
I000500,P00024,B02260,491,142,2023-05-31,2026-04-06,Ahmedabad,Secondary,9.26
I000501,P00700,B02696,298,173,2023-05-08,2024-10-13,Mumbai,Transit,5.66
I000502,P04404,B01743,885,60,2023-11-13,2025-01-26,Hyderabad,Main,8.48
I000503,P04039,B04352,964,152,2023-10-08,2026-10-02,Hyderabad,Secondary,2.92
I000504,P09155,B03287,965,190,2023-06-03,2025-08-22,Mumbai,Transit,2.27
I000505,P08652,B04303,1,107,2023-11-08,2026-08-14,Kolkata,Transit,5.41
I000506,P08461,B03237,79,146,2023-08-06,2025-02-20,Pune,Secondary,8.32
I000507,P04060,B01846,593,146,2023-06-26,2024-10-31,Ahmedabad,Secondary,7.87
I000508,P04560,B01596,442,175,2023-07-11,2026-04-13,Bangalore,Main,6.91
I000509,P01384,B04477,443,148,2023-05-15,2024-06-18,Mumbai,Transit,6.93
I000510,P06273,B04771,292,108,2023-12-27,2025-12-23,Delhi,Transit,2.94
I000511,P09961,B04377,894,167,2023-09-06,2024-10-18,Bangalore,Secondary,8.65
I000512,P02237,B02570,764,66,2023-09-21,2026-01-07,Bangalore,Secondary,4.26
I000513,P07316,B03803,567,130,2023-08-19,2024-11-23,Hyderabad,Transit,8.39
I000514,P00095,B03821,801,150,2023-09-15,2024-12-27,Hyderabad,Main,6.79
I000515,P03621,B03763,516,170,2023-03-18,2026-03-04,Mumbai,Secondary,3.22
I000516,P01340,B04074,404,141,2023-10-15,2026-08-08,Ahmedabad,Secondary,1.18
I000517,P05361,B01068,543,166,2023-02-14,2025-08-16,Pune,Transit,0.44
I000518,P05989,B04350,897,158,2023-02-03,2025-03-06,Mumbai,Main,2.88
I000519,P09050,B00146,766,139,2023-01-31,2025-11-11,Mumbai,Secondary,6.18
I000520,P00436,B02006,540,87,2023-07-31,2024-09-01,Chennai,Transit,8.89
I000521,P01045,B00824,324,123,2023-01-23,2025-06-01,Bangalore,Secondary,6.53
I000522,P04511,B04503,488,151,2023-02-21,2025-07-24,Delhi,Secondary,9.01
I000523,P04365,B04154,905,147,2023-04-01,2025-09-25,Hyderabad,Secondary,1.08
I000524,P09923,B03132,51,174,2023-02-14,2024-02-20,Mumbai,Main,8.55
I000525,P01261,B03127,731,101,2023-06-16,2025-08-18,Kolkata,Transit,8.65
I000526,P08239,B01849,845,68,2023-09-10,2024-12-02,Kolkata,Transit,9.11
I000527,P07359,B03012,357,133,2023-03-12,2024-11-11,Mumbai,Main,4.48
I000528,P07216,B02310,401,91,2023-06-24,2024-08-18,Kolkata,Secondary,7.49
I000529,P09872,B01847,243,160,2023-01-23,2024-10-13,Pune,Transit,2.2
I000530,P01596,B01034,317,180,2023-07-20,2024-07-28,Kolkata,Secondary,8.61
I000531,P03184,B02396,505,117,2023-05-24,2025-06-27,Mumbai,Main,3.23
I000532,P02543,B03726,414,113,2023-11-23,2026-10-28,Ahmedabad,Secondary,6.16
I000533,P01729,B00435,791,180,2023-08-23,2025-06-25,Delhi,Transit,1.88
I000534,P07338,B02634,681,171,2023-12-05,2025-12-27,Chennai,Main,9.49
I000535,P03660,B04347,48,142,2023-09-29,2025-05-09,Bangalore,Main,5.68
I000536,P02395,B02358,785,162,2023-05-18,2024-09-07,Bangalore,Transit,3.46
I000537,P02618,B02416,570,147,2023-05-18,2024-07-27,Bangalore,Secondary,6.94
I000538,P01671,B04510,970,55,2023-09-29,2026-01-31,Kolkata,Main,7.32
I000539,P07708,B00884,837,125,2023-04-12,2025-02-09,Hyderabad,Transit,5.81
I000540,P01063,B00241,529,158,2023-01-02,2024-01-22,Ahmedabad,Transit,7.53
I000541,P00309,B01856,561,158,2023-05-06,2026-05-02,Chennai,Main,2.1
I000542,P05610,B02066,603,144,2023-12-13,2026-02-15,Delhi,Secondary,0.56
I000543,P08575,B02475,24,69,2023-06-07,2025-03-07,Pune,Secondary,5.96
I000544,P06694,B03978,1000,174,2023-03-08,2025-03-27,Chennai,Secondary,9.03
I000545,P03572,B01743,484,106,2023-08-03,2026-05-19,Kolkata,Secondary,9.19
I000546,P05246,B01246,147,84,2023-02-09,2025-11-13,Delhi,Transit,4.98
I000547,P04837,B01355,801,183,2023-01-20,2025-01-14,Kolkata,Main,6.81
I000548,P04023,B03097,24,177,2023-10-19,2025-12-17,Hyderabad,Secondary,1.87
I000549,P02052,B02911,679,55,2023-12-19,2026-07-25,Pune,Main,3.71
I000550,P07313,B01156,685,78,2023-06-12,2026-04-23,Bangalore,Main,2.94
I000551,P05241,B00699,256,166,2023-04-26,2025-04-06,Ahmedabad,Transit,8.97
I000552,P04581,B04429,779,125,2023-10-19,2025-08-30,Pune,Main,3.12
I000553,P09043,B02974,317,107,2023-03-10,2025-06-07,Chennai,Transit,1.17
I000554,P03273,B03401,996,73,2023-06-02,2025-12-28,Kolkata,Transit,6.01
I000555,P00474,B02755,989,70,2023-01-31,2025-08-05,Kolkata,Main,7.55
I000556,P04389,B01914,51,90,2023-10-04,2026-05-30,Mumbai,Transit,0.82
I000557,P07530,B00305,53,122,2023-10-18,2026-03-28,Ahmedabad,Main,5.68
I000558,P00009,B02122,814,114,2023-12-11,2025-12-03,Ahmedabad,Transit,9.52
I000559,P09961,B02853,519,138,2023-04-07,2024-10-04,Bangalore,Transit,2.81
I000560,P09867,B03521,91,76,2023-02-03,2024-05-31,Hyderabad,Secondary,8.6
I000561,P00136,B01486,523,127,2023-11-09,2025-07-19,Ahmedabad,Transit,6.95
I000562,P03165,B00333,711,122,2023-01-25,2024-09-06,Delhi,Main,4.33
I000563,P05757,B03430,639,159,2023-05-25,2025-10-28,Ahmedabad,Secondary,5.38
I000564,P08187,B01590,233,142,2023-10-31,2026-08-16,Pune,Transit,5.17
I000565,P09332,B02505,391,137,2023-02-09,2025-01-19,Bangalore,Transit,9.12
I000566,P01285,B03062,790,138,2023-11-01,2025-06-23,Delhi,Transit,2.45
I000567,P00274,B03879,656,199,2023-10-14,2025-11-19,Delhi,Secondary,3.48
I000568,P08599,B01155,107,81,2023-01-14,2024-05-09,Kolkata,Secondary,5.27
I000569,P00193,B02102,805,76,2023-01-24,2024-09-19,Pune,Transit,6.08
I000570,P05673,B04789,866,130,2023-11-20,2026-08-11,Mumbai,Secondary,8.9
I000571,P09945,B03554,422,105,2023-02-03,2025-03-22,Mumbai,Secondary,8.26
I000572,P09392,B04622,617,189,2023-02-17,2025-01-02,Chennai,Secondary,0.34
I000573,P03608,B03802,312,143,2023-02-25,2024-07-23,Chennai,Secondary,2.34
I000574,P06674,B03029,913,74,2023-09-11,2026-03-02,Chennai,Secondary,0.57
I000575,P07075,B02604,265,181,2023-04-01,2025-07-24,Bangalore,Main,3.13
I000576,P06755,B00648,86,162,2023-11-13,2025-07-31,Mumbai,Main,0.62
I000577,P04733,B01490,675,185,2023-09-07,2026-07-21,Ahmedabad,Main,9.22
I000578,P09568,B00192,615,105,2023-03-29,2024-04-10,Hyderabad,Main,5.92
I000579,P07637,B01279,640,174,2024-01-01,2025-01-18,Pune,Main,4.56
I000580,P03892,B00168,726,154,2023-12-16,2025-01-21,Bangalore,Main,9.72
I000581,P07747,B03785,932,108,2023-09-16,2025-09-25,Kolkata,Secondary,4.03
I000582,P07734,B04798,529,96,2023-06-23,2026-05-26,Ahmedabad,Secondary,5.25
I000583,P02110,B00788,278,69,2023-06-05,2024-12-19,Pune,Secondary,3.16
I000584,P09268,B03590,774,182,2023-11-16,2025-01-28,Kolkata,Main,9.29
I000585,P08019,B04828,776,71,2023-04-27,2024-07-11,Ahmedabad,Main,4.53
I000586,P05226,B02858,688,121,2023-07-20,2026-06-09,Kolkata,Main,6.24
I000587,P02035,B02331,562,186,2023-02-28,2026-01-21,Pune,Main,6.45
I000588,P09103,B02396,152,185,2023-11-09,2025-05-01,Mumbai,Secondary,4.05
I000589,P04466,B03308,269,86,2023-01-09,2025-09-30,Ahmedabad,Transit,1.55
I000590,P03067,B00245,524,167,2023-03-09,2025-05-25,Chennai,Secondary,7.96
I000591,P00302,B02450,555,76,2023-03-25,2025-09-02,Delhi,Secondary,5.49
I000592,P09686,B04859,107,128,2023-04-03,2024-06-05,Chennai,Transit,9.96
I000593,P05401,B04182,658,147,2023-03-10,2025-06-08,Bangalore,Transit,7.34
I000594,P09151,B03727,395,181,2023-07-19,2025-11-13,Mumbai,Secondary,3.05
I000595,P00210,B03112,18,131,2023-09-21,2025-10-02,Pune,Transit,6.73
I000596,P06656,B00568,166,120,2023-06-09,2025-02-03,Chennai,Secondary,6.85
I000597,P05105,B03218,13,95,2023-12-04,2026-10-06,Kolkata,Main,7.23
I000598,P06181,B04482,373,152,2023-08-06,2025-03-20,Delhi,Transit,6.91
I000599,P04983,B03912,607,199,2023-03-16,2025-08-16,Chennai,Secondary,7.85
I000600,P01333,B01036,250,172,2023-01-20,2024-12-22,Bangalore,Transit,0.94
I000601,P04135,B04170,318,189,2023-09-28,2024-12-10,Ahmedabad,Secondary,3.59
I000602,P05505,B04497,602,190,2023-02-10,2026-01-13,Kolkata,Transit,3.77
I000603,P04293,B04125,428,104,2023-10-04,2026-09-16,Hyderabad,Main,8.58
I000604,P03745,B01415,38,147,2023-10-15,2025-12-15,Ahmedabad,Secondary,8.22
I000605,P07068,B03746,249,155,2023-06-12,2026-03-20,Pune,Transit,2.5
I000606,P06131,B04838,142,143,2023-12-21,2025-01-23,Mumbai,Transit,4.86
I000607,P03959,B00854,506,175,2023-11-01,2025-02-21,Mumbai,Transit,7.91
I000608,P05448,B01020,55,65,2023-11-11,2026-09-05,Chennai,Transit,0.5
I000609,P05368,B01755,127,110,2023-08-06,2026-06-14,Chennai,Secondary,9.68
I000610,P07799,B02687,485,168,2023-07-21,2026-03-15,Delhi,Secondary,6.59
I000611,P07583,B02120,831,117,2023-10-18,2024-12-04,Mumbai,Transit,8.76
I000612,P02266,B00979,135,95,2023-05-31,2026-01-08,Delhi,Transit,8.62
I000613,P05461,B00167,575,150,2023-05-30,2025-07-19,Hyderabad,Main,2.09
I000614,P02430,B01575,814,129,2023-03-05,2025-08-26,Mumbai,Main,3.95
I000615,P01511,B00407,592,164,2023-06-25,2025-10-17,Pune,Transit,5.43
I000616,P01957,B02823,63,79,2023-07-29,2025-09-03,Hyderabad,Main,5.48
I000617,P01867,B04309,993,118,2023-10-05,2025-07-09,Delhi,Secondary,6.04
I000618,P08144,B03508,814,78,2023-08-12,2024-12-12,Kolkata,Secondary,7.25
I000619,P08938,B02765,637,77,2023-07-07,2025-03-04,Bangalore,Main,0.83
I000620,P01174,B01092,492,181,2023-01-30,2024-07-27,Chennai,Transit,9.71
I000621,P09112,B03531,157,88,2023-11-10,2026-08-25,Chennai,Transit,4.47
I000622,P00284,B01364,131,113,2023-02-16,2024-11-14,Delhi,Secondary,1.53
